in s,C2 in V
-2.9249824E-03,6.37602E+00
-2.9249372E-03,6.39555E+00
-2.9248920E-03,6.41508E+00
-2.9248468E-03,6.43461E+00
-2.9248016E-03,6.47367E+00
-2.9247564E-03,6.45414E+00
-2.9247112E-03,6.47367E+00
-2.9246660E-03,6.45414E+00
-2.9246208E-03,6.45414E+00
-2.9245756E-03,6.47367E+00
-2.9245304E-03,6.41508E+00
-2.9244852E-03,6.45414E+00
-2.9244400E-03,6.47367E+00
-2.9243948E-03,6.47367E+00
-2.9243496E-03,6.47367E+00
-2.9243044E-03,6.45414E+00
-2.9242592E-03,6.41508E+00
-2.9242140E-03,6.45414E+00
-2.9241688E-03,6.39555E+00
-2.9241236E-03,6.45414E+00
-2.9240784E-03,6.43461E+00
-2.9240332E-03,6.43461E+00
-2.9239880E-03,6.39555E+00
-2.9239428E-03,6.49320E+00
-2.9238976E-03,6.45414E+00
-2.9238524E-03,6.43461E+00
-2.9238072E-03,6.45414E+00
-2.9237620E-03,6.53227E+00
-2.9237168E-03,6.47367E+00
-2.9236716E-03,6.43461E+00
-2.9236264E-03,6.43461E+00
-2.9235812E-03,6.43461E+00
-2.9235360E-03,6.45414E+00
-2.9234908E-03,6.47367E+00
-2.9234456E-03,6.45414E+00
-2.9234004E-03,6.45414E+00
-2.9233552E-03,6.41508E+00
-2.9233100E-03,6.43461E+00
-2.9232648E-03,6.41508E+00
-2.9232196E-03,6.41508E+00
-2.9231744E-03,6.39555E+00
-2.9231292E-03,6.45414E+00
-2.9230840E-03,6.45414E+00
-2.9230388E-03,6.45414E+00
-2.9229936E-03,6.43461E+00
-2.9229484E-03,6.45414E+00
-2.9229032E-03,6.43461E+00
-2.9228580E-03,6.43461E+00
-2.9228128E-03,6.43461E+00
-2.9227676E-03,6.41508E+00
-2.9227224E-03,6.47367E+00
-2.9226772E-03,6.41508E+00
-2.9226320E-03,6.45414E+00
-2.9225868E-03,6.45414E+00
-2.9225416E-03,6.39555E+00
-2.9224964E-03,6.43461E+00
-2.9224512E-03,6.45414E+00
-2.9224060E-03,6.47367E+00
-2.9223608E-03,6.47367E+00
-2.9223156E-03,6.47367E+00
-2.9222704E-03,6.43461E+00
-2.9222252E-03,6.49320E+00
-2.9221800E-03,6.43461E+00
-2.9221348E-03,6.43461E+00
-2.9220896E-03,6.37602E+00
-2.9220444E-03,6.45414E+00
-2.9219992E-03,6.43461E+00
-2.9219540E-03,6.51273E+00
-2.9219088E-03,6.41508E+00
-2.9218636E-03,6.41508E+00
-2.9218184E-03,6.43461E+00
-2.9217732E-03,6.47367E+00
-2.9217280E-03,6.41508E+00
-2.9216828E-03,6.43461E+00
-2.9216376E-03,6.45414E+00
-2.9215924E-03,6.49320E+00
-2.9215472E-03,6.43461E+00
-2.9215020E-03,6.41508E+00
-2.9214568E-03,6.45414E+00
-2.9214116E-03,6.41508E+00
-2.9213664E-03,6.41508E+00
-2.9213212E-03,6.43461E+00
-2.9212760E-03,6.45414E+00
-2.9212308E-03,6.45414E+00
-2.9211856E-03,6.45414E+00
-2.9211404E-03,6.47367E+00
-2.9210952E-03,6.47367E+00
-2.9210500E-03,6.45414E+00
-2.9210048E-03,6.41508E+00
-2.9209596E-03,6.47367E+00
-2.9209144E-03,6.45414E+00
-2.9208692E-03,6.45414E+00
-2.9208240E-03,6.43461E+00
-2.9207788E-03,6.43461E+00
-2.9207336E-03,6.43461E+00
-2.9206884E-03,6.47367E+00
-2.9206432E-03,6.47367E+00
-2.9205980E-03,6.43461E+00
-2.9205528E-03,6.45414E+00
-2.9205076E-03,6.43461E+00
-2.9204624E-03,6.43461E+00
-2.9204172E-03,6.41508E+00
-2.9203720E-03,6.45414E+00
-2.9203268E-03,6.43461E+00
-2.9202816E-03,6.47367E+00
-2.9202364E-03,6.43461E+00
-2.9201912E-03,6.45414E+00
-2.9201460E-03,6.43461E+00
-2.9201008E-03,6.45414E+00
-2.9200556E-03,6.41508E+00
-2.9200104E-03,6.47367E+00
-2.9199652E-03,6.39555E+00
-2.9199200E-03,6.45414E+00
-2.9198748E-03,6.41508E+00
-2.9198296E-03,6.43461E+00
-2.9197844E-03,6.41508E+00
-2.9197392E-03,6.39555E+00
-2.9196940E-03,6.47367E+00
-2.9196488E-03,6.39555E+00
-2.9196036E-03,6.41508E+00
