in s,C2 in V
-5.9623072E-02,-4.75492E+00
-5.9622144E-02,-4.83305E+00
-5.9621216E-02,-4.87211E+00
-5.9620288E-02,-4.87211E+00
-5.9619360E-02,-4.89164E+00
-5.9618432E-02,-4.79398E+00
-5.9617504E-02,-4.89164E+00
-5.9616576E-02,-4.85258E+00
-5.9615648E-02,-4.83305E+00
-5.9614720E-02,-4.89164E+00
-5.9613792E-02,-4.81352E+00
-5.9612864E-02,-4.85258E+00
-5.9611936E-02,-4.81352E+00
-5.9611008E-02,-4.83305E+00
-5.9610080E-02,-4.83305E+00
-5.9609152E-02,-4.83305E+00
-5.9608224E-02,-4.87211E+00
-5.9607296E-02,-4.79398E+00
-5.9606368E-02,-4.83305E+00
-5.9605440E-02,-4.79398E+00
-5.9604512E-02,-4.87211E+00
-5.9603584E-02,-4.83305E+00
-5.9602656E-02,-4.89164E+00
-5.9601728E-02,-4.83305E+00
-5.9600800E-02,-4.91117E+00
-5.9599872E-02,-4.89164E+00
-5.9598944E-02,-4.89164E+00
-5.9598016E-02,-4.83305E+00
-5.9597088E-02,-4.83305E+00
-5.9596160E-02,-4.83305E+00
-5.9595232E-02,-4.81352E+00
-5.9594304E-02,-4.87211E+00
-5.9593376E-02,-4.87211E+00
-5.9592448E-02,-4.81352E+00
-5.9591520E-02,-4.85258E+00
-5.9590592E-02,-4.77445E+00
-5.9589664E-02,-4.89164E+00
-5.9588736E-02,-4.83305E+00
-5.9587808E-02,-4.85258E+00
-5.9586880E-02,-4.89164E+00
-5.9585952E-02,-4.83305E+00
-5.9585024E-02,-4.89164E+00
-5.9584096E-02,-4.83305E+00
-5.9583168E-02,-4.79398E+00
-5.9582240E-02,-4.83305E+00
-5.9581312E-02,-4.89164E+00
-5.9580384E-02,-4.89164E+00
-5.9579456E-02,-4.83305E+00
-5.9578528E-02,-4.83305E+00
-5.9577600E-02,-4.87211E+00
-5.9576672E-02,-4.81352E+00
-5.9575744E-02,-4.83305E+00
-5.9574816E-02,-4.81352E+00
-5.9573888E-02,-4.83305E+00
-5.9572960E-02,-4.83305E+00
-5.9572032E-02,-4.79398E+00
-5.9571104E-02,-4.83305E+00
-5.9570176E-02,-4.83305E+00
-5.9569248E-02,-4.85258E+00
-5.9568320E-02,-4.87211E+00
-5.9567392E-02,-4.89164E+00
-5.9566464E-02,-4.85258E+00
-5.9565536E-02,-4.81352E+00
-5.9564608E-02,-4.83305E+00
-5.9563680E-02,-4.89164E+00
-5.9562752E-02,-4.83305E+00
-5.9561824E-02,-4.85258E+00
-5.9560896E-02,-4.85258E+00
-5.9559968E-02,-4.83305E+00
-5.9559040E-02,-4.83305E+00
-5.9558112E-02,-4.89164E+00
-5.9557184E-02,-4.89164E+00
-5.9556256E-02,-4.79398E+00
-5.9555328E-02,-4.85258E+00
-5.9554400E-02,-4.85258E+00
-5.9553472E-02,-4.83305E+00
-5.9552544E-02,-4.89164E+00
-5.9551616E-02,-4.79398E+00
-5.9550688E-02,-4.83305E+00
-5.9549760E-02,-4.93070E+00
-5.9548832E-02,-4.79398E+00
-5.9547904E-02,-4.87211E+00
-5.9546976E-02,-4.87211E+00
-5.9546048E-02,-4.83305E+00
-5.9545120E-02,-4.79398E+00
-5.9544192E-02,-4.87211E+00
-5.9543264E-02,-4.83305E+00
-5.9542336E-02,-4.83305E+00
-5.9541408E-02,-4.85258E+00
-5.9540480E-02,-4.83305E+00
-5.9539552E-02,-4.83305E+00
-5.9538624E-02,-4.87211E+00
-5.9537696E-02,-4.83305E+00
-5.9536768E-02,-4.83305E+00
-5.9535840E-02,-4.87211E+00
-5.9534912E-02,-4.81352E+00
-5.9533984E-02,-4.89164E+00
-5.9533056E-02,-4.83305E+00
-5.9532128E-02,-4.85258E+00
-5.9531200E-02,-4.85258E+00
-5.9530272E-02,-4.85258E+00
-5.9529344E-02,-4.85258E+00
-5.9528416E-02,-4.85258E+00
-5.9527488E-02,-4.77445E+00
-5.9526560E-02,-4.83305E+00
-5.9525632E-02,-4.81352E+00
-5.9524704E-02,-4.79398E+00
-5.9523776E-02,-4.87211E+00
-5.9522848E-02,-4.85258E+00
-5.9521920E-02,-4.83305E+00
-5.9520992E-02,-4.85258E+00
-5.9520064E-02,-4.83305E+00
-5.9519136E-02,-4.87211E+00
-5.9518208E-02,-4.85258E+00
-5.9517280E-02,-4.83305E+00
-5.9516352E-02,-4.83305E+00
-5.9515424E-02,-4.83305E+00
-5.9514496E-02,-4.83305E+00
-5.9513568E-02,-4.81352E+00
-5.9512640E-02,-4.83305E+00
-5.9511712E-02,-4.75492E+00
-5.9510784E-02,-4.87211E+00
-5.9509856E-02,-4.83305E+00
-5.9508928E-02,-4.83305E+00
-5.9508000E-02,-4.85258E+00
-5.9507072E-02,-4.83305E+00
-5.9506144E-02,-4.77445E+00
-5.9505216E-02,-4.83305E+00
-5.9504288E-02,-4.83305E+00
-5.9503360E-02,-4.81352E+00
-5.9502432E-02,-4.83305E+00
-5.9501504E-02,-4.83305E+00
-5.9500576E-02,-4.83305E+00
-5.9499648E-02,-4.83305E+00
-5.9498720E-02,-4.83305E+00
-5.9497792E-02,-4.81352E+00
-5.9496864E-02,-4.83305E+00
-5.9495936E-02,-4.81352E+00
-5.9495008E-02,-4.83305E+00
-5.9494080E-02,-4.85258E+00
-5.9493152E-02,-4.79398E+00
-5.9492224E-02,-4.77445E+00
-5.9491296E-02,-4.75492E+00
-5.9490368E-02,-4.79398E+00
-5.9489440E-02,-4.85258E+00
-5.9488512E-02,-4.77445E+00
-5.9487584E-02,-4.81352E+00
-5.9486656E-02,-4.83305E+00
-5.9485728E-02,-4.83305E+00
-5.9484800E-02,-4.81352E+00
-5.9483872E-02,-4.81352E+00
-5.9482944E-02,-4.87211E+00
-5.9482016E-02,-4.83305E+00
-5.9481088E-02,-4.77445E+00
-5.9480160E-02,-4.81352E+00
-5.9479232E-02,-4.79398E+00
-5.9478304E-02,-4.85258E+00
-5.9477376E-02,-4.81352E+00
-5.9476448E-02,-4.83305E+00
-5.9475520E-02,-4.77445E+00
-5.9474592E-02,-4.77445E+00
-5.9473664E-02,-4.83305E+00
-5.9472736E-02,-4.79398E+00
-5.9471808E-02,-4.77445E+00
-5.9470880E-02,-4.83305E+00
-5.9469952E-02,-4.83305E+00
-5.9469024E-02,-4.79398E+00
-5.9468096E-02,-4.79398E+00
-5.9467168E-02,-4.75492E+00
-5.9466240E-02,-4.83305E+00
-5.9465312E-02,-4.77445E+00
-5.9464384E-02,-4.83305E+00
-5.9463456E-02,-4.83305E+00
-5.9462528E-02,-4.83305E+00
-5.9461600E-02,-4.77445E+00
-5.9460672E-02,-4.81352E+00
-5.9459744E-02,-4.83305E+00
-5.9458816E-02,-4.83305E+00
-5.9457888E-02,-4.83305E+00
-5.9456960E-02,-4.83305E+00
-5.9456032E-02,-4.87211E+00
-5.9455104E-02,-4.85258E+00
-5.9454176E-02,-4.87211E+00
-5.9453248E-02,-4.83305E+00
-5.9452320E-02,-4.77445E+00
-5.9451392E-02,-4.79398E+00
-5.9450464E-02,-4.85258E+00
-5.9449536E-02,-4.79398E+00
-5.9448608E-02,-4.75492E+00
-5.9447680E-02,-4.87211E+00
-5.9446752E-02,-4.77445E+00
-5.9445824E-02,-4.85258E+00
-5.9444896E-02,-4.83305E+00
-5.9443968E-02,-4.85258E+00
-5.9443040E-02,-4.83305E+00
-5.9442112E-02,-4.77445E+00
-5.9441184E-02,-4.77445E+00
-5.9440256E-02,-4.79398E+00
-5.9439328E-02,-4.79398E+00
-5.9438400E-02,-4.83305E+00
-5.9437472E-02,-4.83305E+00
-5.9436544E-02,-4.81352E+00
-5.9435616E-02,-4.81352E+00
-5.9434688E-02,-4.77445E+00
-5.9433760E-02,-4.83305E+00
-5.9432832E-02,-4.79398E+00
-5.9431904E-02,-4.79398E+00
-5.9430976E-02,-4.77445E+00
-5.9430048E-02,-4.85258E+00
-5.9429120E-02,-4.83305E+00
-5.9428192E-02,-4.85258E+00
-5.9427264E-02,-4.83305E+00
-5.9426336E-02,-4.77445E+00
-5.9425408E-02,-4.83305E+00
-5.9424480E-02,-4.77445E+00
-5.9423552E-02,-4.83305E+00
-5.9422624E-02,-4.79398E+00
-5.9421696E-02,-4.83305E+00
-5.9420768E-02,-4.83305E+00
-5.9419840E-02,-4.81352E+00
-5.9418912E-02,-4.75492E+00
-5.9417984E-02,-4.77445E+00
-5.9417056E-02,-4.79398E+00
-5.9416128E-02,-4.79398E+00
-5.9415200E-02,-4.75492E+00
-5.9414272E-02,-4.81352E+00
-5.9413344E-02,-4.79398E+00
-5.9412416E-02,-4.81352E+00
-5.9411488E-02,-4.83305E+00
-5.9410560E-02,-4.77445E+00
-5.9409632E-02,-4.83305E+00
-5.9408704E-02,-4.79398E+00
-5.9407776E-02,-4.81352E+00
-5.9406848E-02,-4.75492E+00
-5.9405920E-02,-4.83305E+00
-5.9404992E-02,-4.81352E+00
-5.9404064E-02,-4.79398E+00
-5.9403136E-02,-4.75492E+00
-5.9402208E-02,-4.87211E+00
-5.9401280E-02,-4.77445E+00
-5.9400352E-02,-4.79398E+00
-5.9399424E-02,-4.77445E+00
-5.9398496E-02,-4.75492E+00
-5.9397568E-02,-4.83305E+00
-5.9396640E-02,-4.77445E+00
-5.9395712E-02,-4.81352E+00
-5.9394784E-02,-4.83305E+00
-5.9393856E-02,-4.75492E+00
-5.9392928E-02,-4.79398E+00
-5.9392000E-02,-4.73539E+00
-5.9391072E-02,-4.79398E+00
-5.9390144E-02,-4.79398E+00
-5.9389216E-02,-4.77445E+00
-5.9388288E-02,-4.77445E+00
-5.9387360E-02,-4.83305E+00
-5.9386432E-02,-4.77445E+00
-5.9385504E-02,-4.83305E+00
-5.9384576E-02,-4.83305E+00
-5.9383648E-02,-4.77445E+00
-5.9382720E-02,-4.77445E+00
-5.9381792E-02,-4.81352E+00
-5.9380864E-02,-4.79398E+00
-5.9379936E-02,-4.79398E+00
-5.9379008E-02,-4.75492E+00
-5.9378080E-02,-4.83305E+00
-5.9377152E-02,-4.77445E+00
-5.9376224E-02,-4.79398E+00
-5.9375296E-02,-4.79398E+00
-5.9374368E-02,-4.79398E+00
-5.9373440E-02,-4.81352E+00
-5.9372512E-02,-4.79398E+00
-5.9371584E-02,-4.77445E+00
-5.9370656E-02,-4.79398E+00
-5.9369728E-02,-4.79398E+00
-5.9368800E-02,-4.83305E+00
-5.9367872E-02,-4.77445E+00
-5.9366944E-02,-4.77445E+00
-5.9366016E-02,-4.77445E+00
-5.9365088E-02,-4.81352E+00
-5.9364160E-02,-4.77445E+00
-5.9363232E-02,-4.81352E+00
-5.9362304E-02,-4.83305E+00
-5.9361376E-02,-4.79398E+00
-5.9360448E-02,-4.77445E+00
-5.9359520E-02,-4.75492E+00
-5.9358592E-02,-4.75492E+00
-5.9357664E-02,-4.83305E+00
-5.9356736E-02,-4.79398E+00
-5.9355808E-02,-4.79398E+00
-5.9354880E-02,-4.79398E+00
-5.9353952E-02,-4.77445E+00
-5.9353024E-02,-4.77445E+00
-5.9352096E-02,-4.77445E+00
-5.9351168E-02,-4.77445E+00
-5.9350240E-02,-4.85258E+00
-5.9349312E-02,-4.79398E+00
-5.9348384E-02,-4.81352E+00
-5.9347456E-02,-4.81352E+00
-5.9346528E-02,-4.77445E+00
-5.9345600E-02,-4.77445E+00
-5.9344672E-02,-4.81352E+00
-5.9343744E-02,-4.77445E+00
-5.9342816E-02,-4.75492E+00
-5.9341888E-02,-4.77445E+00
-5.9340960E-02,-4.77445E+00
-5.9340032E-02,-4.79398E+00
-5.9339104E-02,-4.77445E+00
-5.9338176E-02,-4.79398E+00
-5.9337248E-02,-4.81352E+00
-5.9336320E-02,-4.81352E+00
-5.9335392E-02,-4.71586E+00
-5.9334464E-02,-4.79398E+00
-5.9333536E-02,-4.81352E+00
-5.9332608E-02,-4.77445E+00
-5.9331680E-02,-4.77445E+00
-5.9330752E-02,-4.77445E+00
-5.9329824E-02,-4.77445E+00
-5.9328896E-02,-4.79398E+00
-5.9327968E-02,-4.77445E+00
-5.9327040E-02,-4.79398E+00
-5.9326112E-02,-4.77445E+00
-5.9325184E-02,-4.75492E+00
-5.9324256E-02,-4.81352E+00
-5.9323328E-02,-4.75492E+00
-5.9322400E-02,-4.79398E+00
-5.9321472E-02,-4.81352E+00
-5.9320544E-02,-4.77445E+00
-5.9319616E-02,-4.75492E+00
-5.9318688E-02,-4.83305E+00
-5.9317760E-02,-4.79398E+00
-5.9316832E-02,-4.75492E+00
