in s,C2 in V
-8.05600E-07,-1.64805E+00
-8.04800E-07,-1.64805E+00
-8.04000E-07,-1.64805E+00
-8.03200E-07,-1.68711E+00
-8.02400E-07,-1.64805E+00
-8.01600E-07,-1.64805E+00
-8.00800E-07,-1.64805E+00
-8.00000E-07,-1.62852E+00
-7.99200E-07,-1.64805E+00
-7.98400E-07,-1.74570E+00
-7.97600E-07,-1.66758E+00
-7.96800E-07,-1.68711E+00
-7.96000E-07,-1.66758E+00
-7.95200E-07,-1.70664E+00
-7.94400E-07,-1.68711E+00
-7.93600E-07,-1.66758E+00
-7.92800E-07,-1.62852E+00
-7.92000E-07,-1.64805E+00
-7.91200E-07,-1.62852E+00
-7.90400E-07,-1.62852E+00
-7.89600E-07,-1.66758E+00
-7.88800E-07,-1.58945E+00
-7.88000E-07,-1.66758E+00
-7.87200E-07,-1.66758E+00
-7.86400E-07,-1.60898E+00
-7.85600E-07,-1.66758E+00
-7.84800E-07,-1.64805E+00
-7.84000E-07,-1.58945E+00
-7.83200E-07,-1.58945E+00
-7.82400E-07,-1.70664E+00
-7.81600E-07,-1.72617E+00
-7.80800E-07,-1.66758E+00
-7.80000E-07,-1.68711E+00
-7.79200E-07,-1.70664E+00
-7.78400E-07,-1.68711E+00
-7.77600E-07,-1.68711E+00
-7.76800E-07,-1.64805E+00
-7.76000E-07,-1.68711E+00
-7.75200E-07,-1.64805E+00
-7.74400E-07,-1.66758E+00
-7.73600E-07,-1.66758E+00
-7.72800E-07,-1.70664E+00
-7.72000E-07,-1.66758E+00
-7.71200E-07,-1.64805E+00
-7.70400E-07,-1.62852E+00
-7.69600E-07,-1.70664E+00
-7.68800E-07,-1.66758E+00
-7.68000E-07,-1.70664E+00
-7.67200E-07,-1.64805E+00
-7.66400E-07,-1.68711E+00
-7.65600E-07,-1.66758E+00
-7.64800E-07,-1.62852E+00
-7.64000E-07,-1.62852E+00
-7.63200E-07,-1.66758E+00
-7.62400E-07,-1.66758E+00
-7.61600E-07,-1.68711E+00
-7.60800E-07,-1.68711E+00
-7.60000E-07,-1.68711E+00
-7.59200E-07,-1.62852E+00
-7.58400E-07,-1.66758E+00
-7.57600E-07,-1.70664E+00
-7.56800E-07,-1.58945E+00
-7.56000E-07,-1.64805E+00
-7.55200E-07,-1.72617E+00
-7.54400E-07,-1.68711E+00
-7.53600E-07,-1.62852E+00
-7.52800E-07,-1.64805E+00
-7.52000E-07,-1.66758E+00
-7.51200E-07,-1.66758E+00
-7.50400E-07,-1.60898E+00
-7.49600E-07,-1.64805E+00
-7.48800E-07,-1.68711E+00
-7.48000E-07,-1.72617E+00
-7.47200E-07,-1.68711E+00
-7.46400E-07,-1.64805E+00
-7.45600E-07,-1.70664E+00
-7.44800E-07,-1.56992E+00
-7.44000E-07,-1.64805E+00
